1.7253073166,1.6024388801,0,0,0,0,0,0,0,0,1.1446109433,0,0,0,1.390587087,0,0,0,1.3505411297,0,0,0,0,0,1.9010015858,0,0,0,0,0,1.3570901035,0,0,0,0,0,1.5947218808,0,0,0,0,0,0,0,0.9686481107,0,0,0,0,0
0,0,1.8136101623,0,0,0,1.8630585216,1.6040141615,0,1.0427518897,0,0,0,0,0,1.1807600601,0,1.2347445015,0,1.0957224521,0,0,0,0,0,0,0,1.04872522,0,0,0,0.8247136165,1.2207892885,0,0,0,0,0,1.054473805,0,0,1.1786018727,0,1.7075054189,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9015229105,0,0.8613212924,0,0,0.7998110547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8927732134,0,0,0,0,0,0,0,0,0.8481851298,0,0,0,0
1.9219592512,2.3769301441,0,0,0,0,0,0,1.1679566587,0,1.4470538766,0,0,0,1.8648875565,0,0,0,0,0,1.6178387337,1.9010015858,0,0,0,0,0,0,0,0.9580643024,1.0718525625,0,0,0,0,0,0,1.2500916689,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.7814970798,0,0,0.6952485297,0.7779607492,0,0,0.7492237147,0,0,0,0,0,0,0,0,0,0,0,0.7923552721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7513639331,0,0,0,0,0,0,0
0,0.9151247445,0,0,0,0,0,0,0,0.8740511908,0,0,0.72733608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.825707923,0,0,0,0,0,0,0,0,0,0,0,0.9094853579,0,0,0,0,0,0,0,0,0,0.8522374121
0,0,0,0,1.0459208275,0,1.0553721668,0,0,0,0,0,0,1.0247898024,0,0,0,0,0,0,0,0,1.04872522,0,0,0,0.825707923,0,0.9523490849,0.8924243913,0,0,0,1.102852189,1.0802359258,1.054842237,0,0,0,0,0,0,0.8660761284,0,0,0,0,0,0.8031783083,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.1840801009,0,0,0,0.9902886053,0,0,0,0,0,0,0,0.7923552721,0,0.9523490849,0,0,0,0,0,1.0968882438,0.8739525768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7001173725,0
0,0.9734390159,0,0,1.0235707605,0,0,0,0,0,0,0,0,0,0.9343866033,0,0,0,0,0,0,0,0,0,0.9580643024,0,0,0.8924243913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0389505429,1.1383882678,0,0,0,0,0,0,0,0,0,0,0,0.9411256142,0,0,0,0,0,0,0,1.3570901035,0,0,1.0718525625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8998822326,0,0,0,0.7531885973,0
0,0,0,0,0.8200124945,0,0,0,0,0,0,0,0.7190365941,0,0,0,0,0,0,0,0,0,0.8247136165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8251007743,0,0,0,0.6972822854,0,0,0,0,0,0,0
0,0,0,0,0,0,1.2524127989,1.21704942,0,0,0,0,0,0,0,0,1.0193120278,1.2531600148,0,0,0,0,1.2207892885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0178972156,0,0,0,0,0.8535879585,0.949960308,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.7506636912,0,0,0,0,0,0,0,0,0,0,0,0,0,1.102852189,1.0968882438,0,0,0,0,0,0,0,0,0,0.8294156192,0,1.0868948145,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.0340711331,0,0,0,0.8859679065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0802359258,0.8739525768,0,0,0,0,0,0,1.3356723801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.9324616871,0,0,0.8826822822,0,0,0.9257422473,0,0,0,0,0,0,0,0,0,0,0,0,0,1.054842237,0,0,0,0,0,0,1.3356723801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2786846869,1.1776875558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1823125056,0,0,1.5947218808,0,0.8927732134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.3179240503,0,0,1.4209759337,0,0,1.3033181679,0,0,1.3152044347,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2500916689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922359978
0,1.0362846138,0,0,0,0,0,0,0,0,0,0,0,0.9610140683,0,0,0,1.2071977411,0,0,0,0,1.054473805,0,0,0,0,0,0,0,0,0.8251007743,0,0.8294156192,0,0,0,0,0,0,0,0,0,0.9880391519,0,0,0,0,0,0
0,0,0,0,0,0,1.01387218,0,0,1.0221167877,0,0,0,0,0,0,1.0882907026,0,0,0,0,0,0,0,0,0,0.9094853579,0,0,0,0,0,1.0178972156,0,0,0,0,0,0,0,0,0,0.8247990404,0,0,0.9552118729,0,0,0,0
0,0,0,0,0.8382833229,0,0,0,0,0,0.8741334587,0,0,1.0773903578,0,0,0,1.001583011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0868948145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.1895978601,0,0,0,1.178210532,1.3324339369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1786018727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2890469245,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8024080797,0,0,0,0,0,0,0,0,0.7513639331,0,0.8660761284,0,0,0,0.6972822854,0,0,0,0,0,0,0,0.8247990404,0,0,0,0,0,0.7703616115,0,0,0,0
0,0,1.2935887697,0,0,0,1.2977036534,1.4312708962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7075054189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9880391519,0,0,2.2890469245,0,0,0,0,0,0,0,0
0,0,0.9599278699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9212305562,0,0,0.9686481107,0,0,0,0,0,0,0,0,0.8998822326,0,0.8535879585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9641741046,0,0.8042730548,0.779271667,0,0,0,0.8481851298,0,0,0,0,0,0,0,0,0.949960308,0,0,0,0,0,0,0.9552118729,0,0,0.7703616115,0,0,0,0,0,0,0
1.0462864445,1.1460178815,0,0,0,0,0,0,0,0,0,0,0.7554957533,0,1.1408373604,0,0,0,0,0,1.2055860944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8067898987,0,0
0,0,0,1.0003214279,0,0,0,0,0,0.8348540564,0,0,0,0,0,0.7251754558,0,0,0,0,0.8891808437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8067898987,0,0,0
0,0,0,0.783496364,0,0,0,0,0,0.772283173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8031783083,0.7001173725,0,0.7531885973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.9867818136,0,0,0.8460403562,0,0,0,0,1.0025875512,0,0,0,0,0,0,0,0,0,0,0,0.8522374121,0,0,0,0,0,0,0,0,0,0,0.922359978,0,0,0,0,0,0,0,0,0,0,0,0
